cogs_pct_growth,revenue_growth,gross_profit_growth,gross_profit_pct_growth,ebitda_growth,ebitda_pct_growth,ebit_growth,ebit_pct_growth,pre_tax_income_growth,pre_tax_income_pct_growth,net_income_growth,net_income_pct_growth,dividends_per_share,shares_outstanding_basic,total_assets,total_liabilities,shareholders_equity,retained_earnings,tangible_shareholders_equity,total_assets_growth,total_liabilities_growth,shareholders_equity_growth,retained_earnings_growth,tangible_shareholders_equity_growth,cash_from_operations,cash_from_investing,cash_from_financing,free_cashflow,free_cashflow_per_share_diluted,cash_from_operations_growth,cash_from_investing_growth,cash_from_financing_growth,free_cashflow_growth,free_cashflow_per_share_diluted_growth,roe,roe_growth,roic,roic_growth,roce,roce_growth,debt_to_equity,debt_to_equity_growth,leverage,leverage_growth,current_ratio,current_ratio_growth,acid_test,acid_test_growth,days_in_inventory,days_in_inventory_growth,inventory_turns,inventory_turns_growth,days_sales_outstanding,days_sales_outstanding_growth,days_payable_outstanding,days_payable_outstanding_growth,ppe_turnover,ppe_turnover_growth,total_asset_turnover,total_asset_turnover_growth,score
6.09,-4.8,-8.19,-3.47,-40.5,-37.29,-47.9,-44.9,-56.26,-54.02,-95.73,-95.33,0.23,431900000.0,7382500000.0,6149200000.0,1233300000.0,4357800000.0,862400000.0,-4.56,-0.01,-22.2,-7.79,3.63,544000000.0,-213400000.0,-401300000.0,315500000.0,0.73,-13.39,-20.19,41.05,-10.29,-9.88,0.04,-94.67,0.14,-17.65,0.12,-47.83,4.99,28.61,0.47,11.9,1.45,2.11,1.05,2.94,97.95,-6.06,3.73,6.57,25.99,3.79,81.33,6.54,6.92,-1.98,1.43,0.0,-0.09
-0.36,5.9,6.38,0.46,11.6,5.75,14.1,7.94,21.07,14.35,4.08,-2.04,0.85,1128000000.0,66707000000.0,34327000000.0,32380000000.0,-94557000000.0,-5441000000.0,0.98,1.31,0.63,-2.65,4.7,3314000000.0,-1436000000.0,-2924000000.0,2683000000.0,2.34,-2.13,-117.54,-65.76,-5.49,-1.68,0.08,0.0,0.11,10.0,0.09,12.5,1.06,0.95,0.38,2.7,1.51,4.14,1.29,2.38,46.65,2.84,7.82,-2.86,89.54,22.84,20.55,18.38,6.94,7.26,0.4,5.26,0.18
0.77,7.8,6.73,-0.91,7.3,-0.42,8.9,0.98,11.23,3.16,11.95,4.17,0.94,1046000000.0,67801000000.0,38656000000.0,29145000000.0,-91671000000.0,-8689000000.0,1.64,12.61,-9.99,-3.05,59.69,3448000000.0,-1086000000.0,-2533000000.0,2676000000.0,2.51,4.04,-24.37,-13.37,-0.26,7.26,0.1,25.0,0.12,9.09,0.1,11.11,1.33,25.47,0.44,15.79,1.51,0.0,1.29,0.0,42.29,-9.35,8.63,10.36,87.2,-2.61,21.5,4.62,7.31,5.33,0.43,7.5,0.18
2.22,-12.6,-15.11,-2.97,-5.1,8.4,-3.2,10.68,-7.48,5.85,1.35,15.0,1.04,954000000.0,68089000000.0,39350000000.0,28739000000.0,-88732000000.0,-9349000000.0,0.42,1.8,-1.39,-3.21,7.6,2987000000.0,-1220000000.0,-2831000000.0,2378000000.0,2.44,-13.37,12.34,11.76,-11.14,-2.79,0.1,0.0,0.12,0.0,0.1,0.0,1.37,3.01,0.43,-2.27,1.35,-10.6,1.15,-10.85,50.99,20.57,7.16,-17.03,106.44,22.06,19.31,-10.19,6.42,-12.18,0.37,-13.95,0.18
4.37,0.4,-9.12,-9.49,-23.9,-24.33,-32.5,-32.77,-35.44,-35.7,-29.62,-30.77,2.0,446900000.0,8295300000.0,10387000000.0,-2091700000.0,-2760600000.0,-2091700000.0,28.41,23.52,7.32,10.74,7.32,2194500000.0,-2605600000.0,418300000.0,1157400000.0,2.58,0.28,63.1,-129.63,9.34,12.17,-0.3,-34.78,0.32,-52.94,0.28,-52.54,-4.97,15.31,0.86,2.38,1.06,51.43,0.97,73.21,12.97,-33.79,28.14,51.05,23.2,-7.61,6.43,-19.62,3.83,-12.16,1.41,-21.67,0.46
-3.04,3.4,9.74,6.02,11.9,8.43,20.6,16.96,56.47,51.31,53.95,48.72,2.01,445400000.0,11470200000.0,11889200000.0,-419000000.0,-1212000000.0,-419000000.0,19.08,10.44,-63.03,-33.94,-63.03,2619200000.0,-2783200000.0,93500000.0,1859000000.0,4.16,22.4,88.37,-173.33,81.08,80.87,-3.62,316.09,0.37,-26.0,0.32,-23.81,-28.38,198.74,0.76,16.92,1.16,13.73,0.94,3.3,30.47,44.61,11.98,-30.83,21.73,-2.51,9.72,39.06,4.12,5.37,1.14,-12.98,0.3
5.85,0.8,-10.03,-10.8,-16.2,-17.04,-23.9,-24.5,-58.77,-59.1,-58.0,-58.62,1.01,450300000.0,17379600000.0,17308000000.0,71600000.0,-1028200000.0,71600000.0,51.52,45.58,-117.09,-15.17,-117.09,2003700000.0,-3004100000.0,4003900000.0,1058400000.0,2.34,-23.5,7.94,4182.25,-43.07,-43.75,8.89,-345.58,0.17,-54.05,0.15,-53.12,241.73,-951.76,0.77,1.32,2.31,99.14,2.19,132.98,18.8,-38.3,19.41,62.02,23.09,6.26,9.27,-4.63,3.02,-26.7,0.76,-33.33,0.29
-4.55,-6.9,-2.16,5.08,-0.4,7.17,0.5,8.05,6.93,14.84,1.09,8.28,1.05,530700000.0,22250000000.0,13457000000.0,8793000000.0,9820000000.0,-2580000000.0,-2.42,5.48,-12.45,16.65,82.59,2498000000.0,-256000000.0,-2413000000.0,2344000000.0,4.36,-5.52,12.78,8.35,-5.83,4.06,0.5,16.28,0.23,4.55,0.21,0.0,1.53,20.47,0.43,10.26,1.27,-4.51,1.05,-6.25,43.43,13.07,8.4,-11.58,66.58,-0.42,13.31,-25.68,13.0,-7.87,0.62,-4.62,0.26
-0.89,-2.5,-2.31,0.23,-2.3,0.0,-2.5,0.0,-6.98,-4.61,-7.95,-5.56,2.24,1943000000.0,34552000000.0,28407000000.0,6145000000.0,15358000000.0,-6513000000.0,4.79,13.32,-22.25,15.01,103.85,7884000000.0,-1098000000.0,-6911000000.0,7169000000.0,3.68,-0.64,-65.26,65.41,4.87,11.85,1.03,18.39,0.5,-7.41,0.43,-4.44,4.62,45.74,0.5,11.11,1.31,-10.88,0.49,-5.77,372.48,-1.5,0.98,1.03,18.21,11.51,27.11,-31.61,9.72,-3.09,1.8,-6.74,-0.67
-1.31,9.1,9.31,0.23,11.5,2.27,11.7,2.47,11.7,2.42,14.46,4.9,2.44,1839000000.0,35050000000.0,29929000000.0,5121000000.0,18133000000.0,-8913000000.0,1.44,5.36,-16.66,18.07,36.85,9437000000.0,-710000000.0,-8578000000.0,8724000000.0,4.74,19.7,-35.34,24.12,21.69,28.8,1.42,37.86,0.6,20.0,0.51,18.6,5.84,26.41,0.49,-2.0,1.07,-18.32,0.42,-14.29,312.54,-16.09,1.17,19.39,16.22,-10.93,31.38,15.75,10.42,7.2,1.93,7.22,-0.6
-2.44,12.7,13.22,0.35,18.5,5.0,19.5,6.02,21.48,7.74,18.35,5.61,2.82,1761000000.0,35488000000.0,33725000000.0,1763000000.0,21757000000.0,-11862000000.0,1.25,12.68,-65.57,19.99,33.09,10529000000.0,-1032000000.0,-8338000000.0,9632000000.0,5.47,11.57,45.35,-2.8,10.41,15.4,4.87,242.96,0.81,35.0,0.65,27.45,19.13,227.57,0.53,8.16,1.0,-6.54,0.46,9.52,277.56,-11.19,1.32,12.82,15.3,-5.67,35.24,12.3,12.22,17.27,2.15,11.4,-0.64
-4.22,1.4,2.06,0.7,2.7,1.59,3.6,2.27,3.68,2.25,2.43,0.88,3.24,1692000000.0,37670000000.0,39523000000.0,-1853000000.0,25076000000.0,-15372000000.0,6.15,17.19,-205.1,15.25,29.59,9421000000.0,-992000000.0,-8100000000.0,8365000000.0,4.94,-10.52,-3.88,-2.85,-13.15,-9.69,-4.75,-197.54,0.88,8.64,0.67,3.08,-21.33,-211.5,0.6,13.21,0.97,-3.0,0.45,-2.17,314.89,13.45,1.16,-12.12,16.93,10.65,38.81,10.13,11.65,-4.66,2.05,-4.65,-0.59
-20.62,21.7,40.41,15.36,9.7,-9.54,8.6,-10.76,1.84,-16.33,-34.97,-46.67,1.3,2066000000.0,36677000000.0,32573000000.0,4104000000.0,22599000000.0,-13208000000.0,34.77,33.57,45.12,2.11,4486.11,3443000000.0,-9764000000.0,276000000.0,3170000000.0,1.53,7.09,-2138.41,-110.68,6.59,6.99,0.78,-55.17,0.35,-27.08,0.18,-25.0,7.94,-7.89,0.67,6.35,0.72,-53.55,0.5,-64.29,82.68,75.24,4.41,-43.02,1.49,79.52,22.57,0.27,8.78,-0.23,0.64,-9.86,1.67
-6.78,3.4,7.02,3.48,6.4,2.53,7.0,3.57,17.35,13.48,21.8,17.65,1.46,2077000000.0,37402000000.0,32175000000.0,5227000000.0,23459000000.0,-12065000000.0,1.98,-1.22,27.36,3.81,-8.65,2767000000.0,259000000.0,-2583000000.0,2599000000.0,1.25,-19.63,-102.65,-1035.87,-18.01,-18.3,0.75,-3.85,0.32,-8.57,0.18,0.0,6.16,-22.42,0.68,1.49,0.87,20.83,0.61,22.0,85.42,3.31,4.27,-3.17,1.27,-14.77,25.06,11.03,10.24,16.63,0.65,1.56,1.8
2.06,-2.3,-3.24,-1.02,-1.9,0.41,-1.6,0.86,-2.46,-0.17,-13.19,-11.25,1.58,2064000000.0,36751000000.0,33036000000.0,3715000000.0,23583000000.0,-13557000000.0,-1.74,2.68,-28.93,0.53,12.37,3581000000.0,387000000.0,-3012000000.0,3476000000.0,1.68,29.42,49.42,16.61,33.74,34.4,0.91,21.33,0.33,3.12,0.19,5.56,8.89,44.32,0.7,2.94,0.93,6.9,0.69,13.11,84.55,-1.02,4.32,1.17,4.11,223.62,23.91,-4.59,10.74,4.88,0.65,0.0,1.11
-0.09,3.4,3.48,0.15,8.6,5.33,9.5,5.56,16.03,12.2,23.3,19.72,1.7,2024000000.0,35329000000.0,32125000000.0,3204000000.0,24316000000.0,-14048000000.0,-3.87,-2.76,-13.76,3.11,3.62,3885000000.0,920000000.0,-5175000000.0,3761000000.0,1.86,8.49,137.73,71.81,8.2,10.71,1.3,42.86,0.39,18.18,0.22,15.79,10.03,12.82,0.68,-2.86,0.76,-18.28,0.55,-20.29,80.29,-5.04,4.55,5.32,2.86,-30.41,20.74,-13.26,11.71,9.03,0.7,7.69,0.66
-0.88,6.6,10.22,3.41,19.1,11.68,20.7,13.39,43.93,35.03,38.63,29.41,1.4,86700000.0,927800000.0,1016800000.0,-89000000.0,-80400000.0,-196500000.0,-2.3,2.11,92.64,77.48,27.85,36000000.0,41300000.0,-136200000.0,24200000.0,0.28,-46.27,-191.57,-298.83,-44.5,-47.17,-0.84,-28.21,0.4,37.93,0.27,42.11,-11.42,-47.01,0.76,-6.17,1.62,-30.17,1.27,-31.35,44.64,-3.5,8.18,3.68,8.02,1193.55,3.88,-0.26,20.02,4.33,1.22,8.93,-0.28
-3.57,-3.3,9.44,13.21,12.3,16.34,13.1,17.36,-56.41,-54.92,-59.2,-57.58,1.4,93300000.0,1086700000.0,1166000000.0,-79300000.0,-65100000.0,-79300000.0,17.13,14.67,-10.9,-19.03,-59.64,84100000.0,-4100000.0,85000000.0,72800000.0,0.78,133.61,-109.93,-162.41,200.83,178.57,-0.39,-53.57,0.36,-10.0,0.21,-22.22,-14.7,28.72,0.89,17.11,3.27,101.85,2.76,117.32,44.03,-1.37,8.29,1.34,3.73,-53.49,2.68,-30.93,19.15,-4.35,1.01,-17.21,-0.25
0.23,12.3,11.31,-0.96,6.7,-4.76,6.3,-5.8,6.56,-5.06,-43.62,-49.33,0.31,1434000000.0,61641000000.0,25836000000.0,35805000000.0,16355000000.0,-2000000.0,1.12,-2.08,3.56,24.87,-99.85,4035000000.0,-1069000000.0,-3232000000.0,1487000000.0,1.03,2.23,-76.66,-447.9,-15.85,-14.17,0.1,-47.37,0.14,0.0,0.13,0.0,0.72,-5.26,0.22,4.76,1.43,16.26,0.58,5.45,48.49,0.41,7.53,-0.4,20.28,-9.75,16.69,-16.76,12.4,15.13,1.59,11.19,0.24
-0.48,-2.5,-0.68,1.93,-2.7,-1.25,-4.5,-1.54,-5.07,-2.66,-7.28,-5.26,0.35,1367000000.0,62169000000.0,24435000000.0,37734000000.0,19303000000.0,2281000000.0,0.86,-5.42,5.39,18.03,-114150.0,4779000000.0,-1640000000.0,-2798000000.0,2774000000.0,2.01,18.44,53.41,-13.43,86.55,95.15,0.09,-10.0,0.13,-7.14,0.12,-7.69,0.65,-9.72,0.21,-4.55,1.6,11.89,0.63,8.62,51.66,6.54,7.07,-6.11,18.77,-7.45,19.45,16.54,11.51,-7.18,1.54,-3.14,0.14
2.42,11.8,1.7,-9.0,3.9,-6.33,3.2,-7.81,2.61,-8.21,1.02,-11.11,0.5,1338000000.0,64543000000.0,26462000000.0,38081000000.0,22090000000.0,1754000000.0,3.82,8.3,0.92,14.44,-23.1,5856000000.0,-2410000000.0,-3460000000.0,3984000000.0,2.96,22.54,46.95,23.66,43.62,47.26,0.09,0.0,0.13,0.0,0.12,0.0,0.69,6.15,0.22,4.76,1.56,-2.5,0.71,12.7,42.38,-17.96,8.61,21.78,20.61,9.8,18.44,-5.19,12.65,9.9,1.66,7.79,0.14
1.15,15.0,9.37,-4.69,13.5,-1.35,13.9,0.0,9.71,-4.66,11.61,-3.12,0.65,1271000000.0,66221000000.0,28568000000.0,37653000000.0,24998000000.0,1505000000.0,2.6,7.96,-1.12,13.16,-14.2,6671000000.0,-1849000000.0,-4860000000.0,4641000000.0,3.63,13.92,-23.28,40.46,16.49,22.64,0.1,11.11,0.15,15.38,0.14,16.67,0.76,10.14,0.22,0.0,1.42,-8.97,0.65,-8.45,40.01,-5.59,9.12,5.92,19.21,-6.79,18.39,-0.27,14.26,12.73,1.86,12.05,0.35
72.41,38.5,24.28,-10.27,8.6,-21.46,-15.2,-38.62,-52.89,-65.99,-57.16,-69.26,0.6,7213000000.0,116775000000.0,51398000000.0,65377000000.0,29382000000.0,7521000000.0,151.91,94.65,227.7,-2.85,-57.82,11727000000.0,4850000000.0,-16909000000.0,9098000000.0,1.25,18.89,-211.8,238.25,12.24,-3.85,0.06,-86.96,0.15,-71.7,0.11,-75.0,0.79,-40.15,0.24,41.18,1.28,-4.48,1.04,-12.61,216.93,-10.92,1.68,12.0,70.46,7.77,98.47,-33.15,2.46,-18.27,0.38,-45.71,0.14
-27.62,-0.3,8.08,8.33,-9.1,-8.72,-12.5,-12.21,4.48,4.75,-50.58,-50.44,1.27,6727000000.0,111148000000.0,53408000000.0,57740000000.0,49142000000.0,18555000000.0,-3.57,6.51,-11.34,-1.04,-20.17,18238000000.0,-12835000000.0,-6560000000.0,16537000000.0,2.45,36.58,-1714.47,-47.98,44.14,48.48,0.14,-44.0,0.14,0.0,0.11,0.0,0.92,19.48,0.24,-4.0,1.59,-26.05,1.43,-24.74,197.12,14.48,1.85,-12.74,67.7,-8.76,78.79,6.88,3.63,17.86,0.43,2.38,0.29
2.2,2.0,1.56,-0.48,35.1,32.08,58.5,55.61,10.11,7.92,6.55,4.17,0.79,7007000000.0,212949000000.0,122503000000.0,90446000000.0,40426000000.0,-19945000000.0,91.59,129.37,56.64,-17.74,-207.49,16587000000.0,-31272000000.0,14481000000.0,15382000000.0,2.18,-9.05,143.65,-320.75,-6.98,-11.02,0.1,-28.57,0.11,-21.43,0.08,-27.27,1.35,46.74,0.4,66.67,1.66,4.4,1.32,-7.69,535.18,171.5,0.68,-63.24,108.49,60.25,188.56,139.32,2.16,-40.5,0.23,-46.51,0.13
-27.28,128.4,161.81,14.59,-849.3,-429.17,-380.9,-223.02,135.48,3.07,209.88,35.0,1.52,2169100000.0,29156000000.0,32116000000.0,-2960000000.0,7856000000.0,-12901000000.0,81.42,157.2,-182.59,-22.36,-517.24,6999200000.0,-2810000000.0,-4866100000.0,5988200000.0,2.72,223.89,-3.37,257.54,251.63,159.05,-1.11,-482.76,0.62,-381.82,0.16,-245.45,-10.85,-411.78,0.89,71.15,1.79,-28.4,1.12,-46.67,242.1,46.31,1.51,-31.67,42.85,-31.05,104.73,-15.41,3.45,41.98,0.83,25.76,0.11
-7.76,-1.4,1.16,2.68,79.3,81.86,130.9,134.19,184.38,188.57,138.38,142.22,1.52,2136000000.0,47195700000.0,18262000000.0,28933700000.0,43698800000.0,26969600000.0,61.87,-43.14,-1077.49,456.25,-309.05,6572000000.0,-1834000000.0,-5523000000.0,5274000000.0,2.46,-6.1,-34.73,13.5,-11.93,-9.56,0.27,-124.32,0.26,-58.06,0.26,62.5,0.63,-105.81,0.08,-91.01,1.33,-25.7,1.19,6.25,136.7,-43.54,2.67,76.82,44.5,3.85,40.38,-61.44,1.99,-42.32,0.51,-38.55,0.08
40.45,15.0,0.78,-12.4,-14.1,-25.29,-27.6,-37.19,53.96,33.89,65.2,43.73,1.52,2268000000.0,112314000000.0,31736000000.0,80578000000.0,41405000000.0,20783000000.0,137.98,73.78,178.49,-5.25,-22.94,3392000000.0,3156000000.0,-1638000000.0,1931000000.0,0.85,-48.39,-272.08,-70.34,-63.39,-65.45,0.16,-40.74,0.06,-76.92,0.06,-76.92,0.39,-38.1,0.14,75.0,1.82,36.84,1.3,9.24,325.7,138.26,1.12,-58.05,87.87,97.46,90.81,124.89,1.5,-24.62,0.24,-52.94,0.24
21.65,67.7,49.88,-10.58,17.4,-29.81,-52.2,-71.49,-89.19,-93.56,-93.33,-95.96,1.52,3095000000.0,105781000000.0,49037000000.0,56744000000.0,37536000000.0,4910000000.0,-5.82,54.52,-29.58,-9.34,-76.37,10822000000.0,-3497000000.0,-5441000000.0,9144000000.0,2.93,219.04,-210.8,232.17,373.54,244.71,0.02,-87.5,0.04,-33.33,0.03,-50.0,0.86,120.51,0.32,128.57,1.86,2.2,1.48,13.85,116.43,-64.25,3.13,179.46,58.29,-33.66,45.79,-49.58,2.69,79.33,0.43,79.17,0.1
-12.22,4.5,12.99,8.17,59.2,52.21,203.7,190.77,343.68,325.07,628.46,589.47,1.56,3071000000.0,105128000000.0,48293000000.0,56835000000.0,38990000000.0,10378000000.0,-0.62,-1.52,0.16,3.87,111.36,12383000000.0,-2890000000.0,-6904000000.0,10660000000.0,3.45,14.42,-17.36,26.89,16.58,17.75,0.11,450.0,0.13,225.0,0.1,233.33,0.85,-1.16,0.3,-6.25,2.04,9.68,1.66,12.16,135.3,16.21,2.7,-13.74,62.76,7.67,43.77,-4.41,2.95,9.67,0.46,6.98,0.1
-0.91,-1.6,-1.14,0.46,3.0,4.65,10.3,12.17,19.16,21.17,-1.66,-0.76,1.69,3041000000.0,106132000000.0,50898000000.0,55234000000.0,39985000000.0,14017000000.0,0.96,5.39,-2.82,2.55,35.06,10022000000.0,-6805000000.0,-3267000000.0,8068000000.0,2.62,-19.07,135.47,-52.68,-24.32,-24.06,0.11,0.0,0.14,7.69,0.11,10.0,0.92,8.24,0.31,3.33,1.9,-6.86,1.54,-7.23,145.04,7.2,2.52,-6.67,59.24,-5.61,38.91,-11.1,2.95,0.0,0.45,-2.17,0.07
21.02,-1.0,-5.82,-4.93,-47.7,-47.14,-53.7,-53.26,13.42,14.59,10.9,12.06,1.7,1089700000.0,33784400000.0,12225800000.0,21558600000.0,11806700000.0,21558600000.0,17.87,26.89,13.31,9.66,13.31,5154500000.0,-4328100000.0,-844900000.0,4072100000.0,3.74,29.64,-811.39,-81.55,40.51,40.07,0.14,0.0,0.18,-60.87,0.17,-61.36,0.57,11.76,0.2,33.33,4.64,18.97,4.17,20.17,216.8,-7.22,1.68,7.69,52.38,17.5,79.41,-2.25,2.17,-6.06,0.55,-16.67,-3.03
-5.79,9.3,11.2,1.68,13.7,3.82,15.1,5.04,-133.73,-130.85,-170.16,-164.56,1.9,1094500000.0,29212600000.0,22474900000.0,6737700000.0,7654900000.0,6737700000.0,-13.53,83.83,-68.75,-35.16,-68.75,7295600000.0,-7268800000.0,2346000000.0,6348400000.0,5.8,41.54,67.94,-377.67,55.9,55.08,-0.31,-321.43,0.49,172.22,0.34,100.0,3.34,485.96,0.32,60.0,0.95,-79.53,0.76,-81.77,207.92,-4.1,1.76,4.76,49.79,-4.94,73.87,-6.98,2.36,8.76,0.7,27.27,1.15
-9.45,7.2,9.96,2.68,8.4,1.23,6.9,0.0,-509.74,-482.24,-308.93,-294.12,1.96,1098300000.0,27460900000.0,35690500000.0,-8229600000.0,9830400000.0,-9404600000.0,-6.0,58.8,-222.14,28.42,-239.58,4335500000.0,142800000.0,-5533700000.0,3570500000.0,3.25,-40.57,-101.96,-335.88,-43.76,-43.97,-0.53,70.97,1.23,151.02,0.28,-17.65,-4.34,-229.94,1.06,231.25,1.9,100.0,1.47,93.42,244.93,17.8,1.49,-15.34,55.88,12.23,83.2,12.63,2.66,12.71,0.8,14.29,-3.6
-2.72,5.7,6.37,0.62,15.6,9.39,18.5,12.18,26.31,19.52,17.11,11.11,1.96,1105800000.0,31001400000.0,36637700000.0,-5636300000.0,12732600000.0,-7060200000.0,12.89,2.65,-31.51,29.52,-24.93,6856800000.0,-3159800000.0,-2021900000.0,6162500000.0,5.57,58.15,-2312.75,-63.46,72.59,71.38,-0.9,69.81,0.93,-24.39,0.29,3.57,-6.5,49.77,0.96,-9.43,2.14,12.63,1.78,21.09,210.47,-14.07,1.73,16.11,55.26,-1.11,89.63,7.73,2.91,9.4,0.74,-7.5,-0.41
10.31,5.2,2.72,-2.47,-12.0,-16.34,-14.9,-19.41,-20.95,-24.89,-14.24,-18.64,1.96,1113900000.0,33659800000.0,37704900000.0,-4045100000.0,14897800000.0,-5479800000.0,8.58,2.91,-28.23,17.01,-22.38,7234500000.0,-4824400000.0,-2369900000.0,6562500000.0,5.89,5.51,52.68,17.21,6.49,5.75,-1.07,18.89,0.76,-18.28,0.24,-17.24,-9.32,43.38,0.85,-11.46,1.6,-25.23,1.34,-24.72,165.64,-21.3,2.2,27.17,54.07,-2.15,81.04,-9.58,3.13,7.56,0.72,-2.7,0.19
1.68,-6.9,-7.35,-0.38,6.7,14.57,6.8,15.1,1.1,8.62,-5.96,1.12,1.97,1113200000.0,34398900000.0,35747800000.0,-1348900000.0,16088200000.0,-2850200000.0,2.2,-5.19,-66.65,7.99,-47.99,5304800000.0,-2832800000.0,-4419600000.0,4399400000.0,3.94,-26.67,-41.28,86.49,-32.96,-33.11,-3.03,183.18,0.7,-7.89,0.24,0.0,-26.5,184.33,0.8,-5.88,1.55,-3.12,1.24,-7.46,201.19,21.46,1.81,-17.73,53.87,-0.37,90.43,11.59,2.91,-7.03,0.66,-8.33,-0.02
8.43,-12.9,-16.16,-3.76,-41.8,-33.33,-51.4,-44.24,-51.56,-44.4,-47.17,-39.13,1120000.0,1960000000.0,25575000000.0,15584000000.0,9991000000.0,19845000000.0,3310000000.0,-9.11,-7.95,-10.86,-3.02,-25.85,2083000000.0,206000000.0,-3351000000.0,1298000000.0,0.66,13.45,-82.7,-7.86,18.21,17.86,0.16,-40.74,0.11,-47.62,0.1,-47.37,1.56,3.31,0.36,0.0,1.59,-10.67,1.27,-14.19,140.01,6.83,2.61,-6.12,73.12,10.34,83.44,-16.94,2.86,-12.54,0.63,-4.55,0.23
-5.8,-3.6,-0.83,2.85,35.1,40.45,53.4,59.5,21.01,25.66,36.59,41.84,1.15,1986200000.0,25926000000.0,15364000000.0,10562000000.0,19762000000.0,4234000000.0,1.37,-1.41,5.72,-0.42,27.92,3153000000.0,-202000000.0,-3213000000.0,2310000000.0,1.16,51.37,-198.06,-4.12,77.97,75.76,0.2,25.0,0.2,81.82,0.17,70.0,1.45,-7.05,0.27,-25.0,1.2,-24.53,0.95,-25.2,160.42,14.58,2.28,-12.64,93.35,27.67,107.0,28.24,2.76,-3.5,0.6,-4.76,0.14
-4.73,13.4,15.9,2.19,51.1,33.2,68.7,48.7,89.3,66.83,142.36,112.95,1.24,1987500000.0,29486000000.0,17278000000.0,12208000000.0,22549000000.0,6230000000.0,13.73,12.46,15.58,14.1,47.14,3707000000.0,5079000000.0,-2582000000.0,2766000000.0,1.38,17.57,-2614.36,-19.64,19.74,18.97,0.43,115.0,0.27,35.0,0.22,29.41,1.42,-2.07,0.36,33.33,2.19,82.5,1.93,103.16,121.19,-24.45,3.01,32.02,75.08,-19.57,105.39,-1.5,3.28,18.84,0.6,0.0,0.17
-8.93,6.2,10.23,3.86,5.1,-1.2,8.1,1.74,17.29,10.5,102.25,90.54,1.25,1974000000.0,31008000000.0,16223000000.0,14785000000.0,30760000000.0,6702000000.0,5.16,-6.11,21.11,36.41,7.58,4065000000.0,-4380000000.0,-17000000.0,3335000000.0,1.69,9.66,-186.24,-99.34,20.57,22.46,0.72,67.44,0.26,-3.7,0.22,0.0,1.1,-22.54,0.32,-11.11,2.21,0.91,1.99,3.11,100.34,-17.2,3.64,20.93,61.4,-18.22,121.5,15.29,3.72,13.41,0.61,1.67,0.13
-0.91,3.6,3.94,0.28,6.3,2.74,8.9,5.14,8.37,4.6,-70.77,-71.81,1.29,1713000000.0,31076000000.0,15438000000.0,15638000000.0,31636000000.0,7035000000.0,0.22,-4.84,5.77,2.85,4.97,4491000000.0,-3812000000.0,-3343000000.0,4067000000.0,2.35,10.48,-12.97,19564.71,21.95,39.05,0.2,-72.22,0.29,11.54,0.25,13.64,0.99,-10.0,0.28,-12.5,1.97,-10.86,1.79,-10.05,83.28,-17.0,4.38,20.33,65.19,6.17,137.16,12.89,4.18,12.37,0.63,3.28,0.11
-2.7,9.0,10.13,0.96,10.4,1.18,11.1,1.95,14.99,5.46,19.57,10.06,1.33,1700000000.0,32970000000.0,17103000000.0,15867000000.0,33069000000.0,7157000000.0,6.09,10.79,1.46,4.53,1.73,4840000000.0,-1437000000.0,-2657000000.0,4473000000.0,2.61,7.77,-62.3,-20.52,9.98,11.06,0.23,15.0,0.31,6.9,0.26,4.0,1.08,9.09,0.28,0.0,1.97,0.0,1.79,0.0,90.24,8.36,4.04,-7.76,64.31,-1.35,169.72,23.74,4.7,12.44,0.64,1.59,0.27
-0.72,-17.1,-16.84,0.27,-33.7,-20.18,-37.7,-24.92,-66.48,-59.59,-47.16,-36.57,1.37,1670000000.0,35897000000.0,22259000000.0,13638000000.0,32733000000.0,-2775000000.0,8.88,30.15,-14.05,-1.02,-138.77,6941000000.0,-6727000000.0,-4333000000.0,6393000000.0,3.79,43.41,368.13,63.08,42.92,45.21,0.14,-39.13,0.2,-35.48,0.15,-42.31,1.63,50.93,0.39,39.29,1.15,-41.62,0.95,-46.93,131.19,45.38,2.78,-31.19,63.86,-0.7,174.34,2.72,3.3,-29.79,0.49,-23.44,0.09
29.14,44.0,28.76,-10.49,7.8,-25.1,-25.3,-47.97,-235.03,-193.81,-217.96,-181.86,1.28,195800000.0,10795100000.0,5884000000.0,4911100000.0,-934500000.0,-4463100000.0,424.21,734.73,262.6,279.88,5403.21,263200000.0,228900000.0,-213300000.0,246400000.0,1.26,-27.07,-130.82,-220.51,-30.3,-43.5,-0.04,-130.77,0.03,-82.35,0.02,-87.5,1.2,130.77,0.48,118.18,1.47,6.52,1.14,9.62,206.52,49.1,1.77,-32.95,84.92,70.11,91.12,-24.34,4.19,-46.96,0.11,-72.5,-0.05
-0.39,13.3,14.78,1.32,15.9,2.13,17.1,2.63,15.12,1.57,14.4,1.3,0.85,168300000.0,10386900000.0,5127900000.0,5259000000.0,5387800000.0,1440300000.0,23.05,37.49,11.62,16.49,-22.65,1316600000.0,-1170800000.0,1200000.0,1036300000.0,6.04,37.59,101.93,-100.32,44.11,49.14,0.18,0.0,0.2,-4.76,0.17,-10.53,0.98,24.05,0.28,33.33,1.88,6.82,1.19,8.18,58.42,4.6,6.25,-4.43,61.51,3.94,37.59,8.05,20.23,3.16,1.17,-7.87,0.17
