cogs_pct_growth,revenue_growth,gross_profit_growth,gross_profit_pct_growth,ebitda_growth,ebitda_pct_growth,ebit_growth,ebit_pct_growth,pre_tax_income_growth,pre_tax_income_pct_growth,net_income_growth,net_income_pct_growth,dividends_per_share,shares_outstanding_basic,total_assets,total_liabilities,shareholders_equity,retained_earnings,tangible_shareholders_equity,total_assets_growth,total_liabilities_growth,shareholders_equity_growth,retained_earnings_growth,tangible_shareholders_equity_growth,cash_from_operations,cash_from_investing,cash_from_financing,free_cashflow,free_cashflow_per_share_diluted,cash_from_operations_growth,cash_from_investing_growth,cash_from_financing_growth,free_cashflow_growth,free_cashflow_per_share_diluted_growth,roe,roe_growth,roic,roic_growth,roce,roce_growth,debt_to_equity,debt_to_equity_growth,leverage,leverage_growth,current_ratio,current_ratio_growth,acid_test,acid_test_growth,days_in_inventory,days_in_inventory_growth,inventory_turns,inventory_turns_growth,days_sales_outstanding,days_sales_outstanding_growth,days_payable_outstanding,days_payable_outstanding_growth,ppe_turnover,ppe_turnover_growth,total_asset_turnover,total_asset_turnover_growth,score
-6.25,9.4,29.2,17.9,41.4,29.31,60.8,48.05,72.14,57.52,69.61,55.81,1.83,994000000.0,33597000000.0,23882000000.0,9715000000.0,10604000000.0,7035000000.0,5.38,6.04,3.77,-16.8,5.36,3835000000.0,-654000000.0,-1346000000.0,2446000000.0,2.44,-27.44,-47.6,-55.8,-33.59,-33.51,0.34,61.9,0.28,47.37,0.2,42.86,2.46,2.07,0.54,5.88,1.96,31.54,1.91,32.64,3.37,10.49,108.31,-9.49,41.45,-4.18,20.86,8.99,2.85,13.1,1.47,3.52,-8.35
0.14,7.2,6.83,-0.33,5.8,-1.33,7.8,0.0,9.19,1.87,13.96,7.46,2.04,981000000.0,34701000000.0,27834000000.0,6867000000.0,10128000000.0,4181000000.0,3.29,16.55,-29.32,-4.49,-40.57,7073000000.0,-2537000000.0,-4862000000.0,5068000000.0,5.11,84.43,287.92,261.22,107.2,109.43,0.55,61.76,0.34,21.43,0.22,10.0,4.05,64.63,0.61,12.96,1.89,-3.57,1.83,-4.19,3.4,0.89,107.35,-0.89,42.93,3.57,22.65,8.58,3.01,5.61,1.53,4.08,-1.04
12.94,1.9,-28.56,-29.8,-59.3,-60.14,-77.9,-78.07,-83.14,-83.46,-78.79,-79.17,2.22,960000000.0,38863000000.0,36070000000.0,2793000000.0,7997000000.0,17000000.0,11.99,29.59,-59.33,-21.04,-99.59,7216000000.0,-1335000000.0,-1817000000.0,5063000000.0,5.22,2.02,-47.38,-62.63,-0.1,2.15,0.29,-47.27,0.09,-73.53,0.04,-81.82,12.91,218.77,0.71,16.39,1.86,-1.59,1.81,-1.09,3.36,-1.18,108.63,1.19,41.21,-4.01,19.49,-13.95,3.02,0.33,1.39,-9.15,-1.48
66.03,20.8,-4.63,-20.98,6.1,-12.02,-1.1,-18.23,-4.01,-20.53,-5.35,-21.05,0.28,28800000.0,307500000.0,91100000.0,216400000.0,205900000.0,125500000.0,27.12,29.77,26.03,20.13,18.73,59100000.0,-56200000.0,14300000.0,32400000.0,1.12,-5.29,64.81,-145.25,110.39,119.61,0.2,-23.08,0.26,-25.71,0.25,-24.24,0.42,2.44,0.21,16.67,3.5,31.09,3.47,30.94,1.34,-41.99,272.39,72.39,44.01,-20.69,22.24,-50.58,3.86,1.31,1.54,-4.94,0.13
12.11,-12.0,-19.18,-8.18,-47.7,-40.44,-63.4,-58.11,-74.21,-70.68,-76.94,-74.44,0.28,28900000.0,316700000.0,92200000.0,224500000.0,207600000.0,145300000.0,2.99,1.21,3.74,0.83,15.78,50200000.0,-20200000.0,-10000000.0,29300000.0,1.01,-15.06,-64.06,-169.93,-9.57,-9.82,0.04,-80.0,0.09,-65.38,0.09,-64.0,0.41,-2.38,0.2,-4.76,3.6,2.86,3.57,2.88,1.75,30.6,208.57,-23.43,48.71,10.68,20.02,-9.98,2.04,-47.15,1.32,-14.29,0.13
-8.14,15.9,23.69,6.73,63.3,40.37,109.0,79.03,196.65,155.71,226.53,186.96,0.28,29000000.0,348800000.0,92700000.0,256100000.0,231500000.0,181500000.0,10.14,0.54,14.08,11.51,24.91,54000000.0,-13900000.0,-7600000.0,38800000.0,1.33,7.57,-31.19,-24.0,32.42,31.68,0.12,200.0,0.17,88.89,0.17,88.89,0.36,-12.2,0.19,-5.0,5.29,46.94,5.26,47.34,1.46,-16.57,250.0,19.86,47.37,-2.75,19.53,-2.45,3.83,87.75,1.39,5.3,0.11
-6.85,10.8,16.16,4.77,32.2,19.61,43.5,29.73,44.26,30.17,47.5,33.33,0.28,29100000.0,341200000.0,54200000.0,286900000.0,244400000.0,216900000.0,-2.18,-41.53,12.03,5.57,19.5,77000000.0,-19700000.0,-73000000.0,55700000.0,1.89,42.59,41.73,860.53,43.56,42.11,0.16,33.33,0.27,58.82,0.25,47.06,0.19,-47.22,0.06,-68.42,4.12,-22.12,4.09,-22.24,1.59,8.9,229.56,-8.18,48.24,1.84,21.92,12.24,4.13,7.83,1.57,12.95,0.06
-4.05,9.0,11.73,2.6,6.6,-2.19,8.3,-0.69,8.62,-0.28,11.65,2.27,0.34,29000000.0,399200000.0,47500000.0,351700000.0,286700000.0,286200000.0,17.0,-12.36,22.59,17.31,31.95,68600000.0,-20700000.0,5500000.0,47200000.0,1.6,-10.91,5.08,-107.53,-15.26,-15.34,0.15,-6.25,0.24,-11.11,0.22,-12.0,0.14,-26.32,0.05,-16.67,7.11,72.57,7.08,73.11,1.52,-4.4,240.13,4.6,47.03,-2.51,18.93,-13.64,4.37,5.81,1.46,-7.01,0.16
0.97,8.8,6.4,-2.33,-38.0,-43.2,-56.6,-59.89,-43.45,-48.02,-52.0,-56.07,0.6,36100000.0,2740400000.0,1218500000.0,1521800000.0,993400000.0,1492200000.0,2.43,5.35,0.2,4.38,0.37,231300000.0,-88800000.0,4300000.0,-95100000.0,-2.59,52.77,-21.28,-127.74,-1739.66,-1718.75,0.04,-55.56,0.04,-60.0,0.04,-55.56,0.8,5.26,0.37,0.0,3.7,6.02,2.91,21.25,60.78,-26.82,6.01,36.9,76.44,4.48,21.61,-10.44,0.78,11.43,0.49,6.52,-0.13
-0.72,12.4,14.33,1.7,58.9,41.55,118.6,92.96,109.95,86.66,104.88,82.98,0.8,36000000.0,2950700000.0,1339700000.0,1611000000.0,1094800000.0,1582100000.0,7.67,9.95,5.86,10.21,6.02,266800000.0,-307800000.0,-13000000.0,-304700000.0,-8.35,15.35,246.62,-402.33,220.4,222.39,0.08,100.0,0.09,125.0,0.08,100.0,0.83,3.75,0.37,0.0,2.82,-23.78,2.18,-25.09,53.14,-12.57,6.87,14.31,61.58,-19.44,24.08,11.43,0.79,1.28,0.51,4.08,-0.17
1.33,16.5,10.64,-4.78,19.7,2.99,28.1,10.53,33.33,14.51,36.0,16.22,0.25,2400000.0,27300000.0,8800000.0,18500000.0,11500000.0,18500000.0,10.98,3.53,14.2,32.18,14.2,300000.0,-1600000.0,-1500000.0,-200000.0,-0.08,-88.0,700.0,-28.57,-108.7,-109.41,0.18,20.0,0.26,13.04,0.26,13.04,0.48,-7.69,0.02,0.0,2.82,8.05,1.86,17.72,46.5,-16.32,7.85,19.48,57.26,38.91,32.55,-10.48,43.56,48.87,2.87,4.74,0.06
-0.49,15.6,17.31,1.51,31.2,13.04,34.8,17.46,34.62,16.44,29.41,11.63,0.3,2400000.0,29300000.0,7600000.0,21800000.0,15100000.0,21800000.0,7.33,-13.64,17.84,31.3,17.84,6900000.0,800000.0,-900000.0,6600000.0,2.74,2200.0,-150.0,-40.0,-3400.0,-3525.0,0.2,11.11,0.31,19.23,0.31,19.23,0.35,-27.08,0.0,-100.0,3.33,18.09,2.04,9.68,49.47,6.39,7.38,-5.99,25.35,-55.73,15.15,-53.46,56.69,30.14,3.1,8.01,0.05
224.8,6.4,-83.6,-84.59,4.4,-1.76,0.8,-5.08,6.21,-0.19,6.13,0.0,320.0,148600000.0,1793800000.0,1010300000.0,783400000.0,1035800000.0,783400000.0,13.79,38.06,-7.24,19.94,-7.24,423100000.0,-410800000.0,-12300000.0,-60100000.0,-0.39,27.48,93.23,-91.6,-229.25,-234.48,0.28,12.0,0.39,2.63,0.28,0.0,1.29,48.28,0.3,3.45,0.98,-43.02,0.96,-42.86,1.72,-63.71,212.21,175.6,37.98,-5.24,21.08,-69.64,2.59,-12.79,1.86,-6.06,0.45
-71.33,4.9,597.96,565.18,3.2,-1.8,-1.0,-5.36,-8.27,-12.58,-3.14,-7.58,360.0,134300000.0,1882800000.0,1519500000.0,363300000.0,1192600000.0,363300000.0,4.96,50.4,-53.63,15.14,-53.63,457800000.0,-340500000.0,-109700000.0,94300000.0,0.68,8.2,-17.11,791.87,-256.91,-274.36,0.59,110.71,0.35,-10.26,0.27,-3.57,4.18,224.03,0.53,76.67,0.93,-5.1,0.9,-6.25,6.33,268.02,57.66,-72.83,34.53,-9.08,78.04,270.21,2.57,-0.77,1.85,-0.54,0.39
45.25,6.9,-9.6,-15.44,-2.0,-7.93,-2.3,-8.49,-0.86,-7.3,-5.87,-11.48,0.4,125400000.0,1803500000.0,1264400000.0,539100000.0,1343100000.0,539100000.0,-4.21,-16.79,48.39,12.62,48.39,505100000.0,-202300000.0,-315400000.0,201900000.0,1.57,10.33,-40.59,187.51,114.1,130.88,0.37,-37.29,0.34,-2.86,0.26,-3.7,2.35,-43.78,0.47,-11.32,0.97,4.3,0.93,3.33,4.81,-24.01,75.88,31.6,27.44,-20.53,51.86,-33.55,2.69,4.67,2.07,11.89,0.34
-9.52,-14.2,-9.36,5.56,-22.9,-10.6,-32.1,-21.65,-30.45,-18.89,-32.0,-20.37,0.44,126700000.0,1856900000.0,1213100000.0,643900000.0,1423800000.0,643900000.0,2.96,-4.06,19.44,6.01,19.44,356900000.0,-244000000.0,-107500000.0,3800000.0,0.03,-29.34,20.61,-65.92,-98.12,-98.09,0.21,-43.24,0.2,-41.18,0.15,-42.31,1.88,-20.0,0.51,8.51,1.46,50.52,1.39,49.46,5.89,22.45,61.97,-18.33,35.36,28.86,65.15,25.63,2.22,-17.47,1.73,-16.43,0.31
-1.17,18.4,19.11,0.6,25.6,6.67,42.2,21.05,42.66,20.43,46.33,23.26,0.48,124700000.0,1961700000.0,1388600000.0,573000000.0,1563500000.0,573000000.0,5.64,14.47,-11.01,9.81,-11.01,428100000.0,-226000000.0,-202300000.0,165600000.0,1.3,19.95,-7.38,88.19,4257.89,4233.33,0.35,66.67,0.34,70.0,0.24,60.0,2.42,28.72,0.45,-11.76,0.91,-37.67,0.87,-37.41,5.03,-14.6,72.56,17.09,33.79,-4.44,55.88,-14.23,2.56,15.32,1.93,11.56,0.33
-2.09,19.3,20.58,1.05,20.8,0.69,27.8,6.52,30.03,8.9,28.76,7.55,0.52,119200000.0,2267300000.0,1699800000.0,567500000.0,1758300000.0,567500000.0,15.58,22.41,-0.96,12.46,-0.96,635700000.0,-445500000.0,-192400000.0,133400000.0,1.09,48.49,97.12,-4.89,-19.44,-16.15,0.45,28.57,0.35,2.94,0.24,0.0,3.0,23.97,0.56,24.44,1.17,28.57,1.12,28.74,5.21,3.58,70.06,-3.45,33.18,-1.81,62.66,12.13,2.62,2.34,2.0,3.63,0.31
-8.15,11.7,16.02,3.99,15.4,3.45,19.4,7.14,21.39,8.71,20.78,7.02,0.71,117600000.0,2464600000.0,1672800000.0,791900000.0,1985200000.0,791900000.0,8.7,-1.59,39.54,12.9,39.54,548000000.0,-369600000.0,-178300000.0,108600000.0,0.9,-13.8,-17.04,-7.33,-18.59,-17.43,0.39,-13.33,0.38,8.57,0.27,12.5,2.11,-29.67,0.47,-16.07,1.1,-5.98,1.06,-5.36,5.61,7.68,65.06,-7.14,33.65,1.42,64.75,3.34,2.68,2.29,2.05,2.5,0.37
-40.64,6.0,138.59,125.31,41.9,35.0,-152.2,-146.67,-164.29,-160.9,-175.86,-175.0,2.0,8700000.0,317700000.0,195500000.0,122200000.0,76600000.0,122200000.0,13.83,38.06,-11.13,-16.65,-11.13,33600000.0,-72600000.0,39300000.0,-64400000.0,-7.4,-3.72,18.24,204.65,86.67,94.74,0.02,-200.0,0.01,-133.33,0.01,-150.0,1.6,55.34,0.39,21.87,1.17,-25.48,1.14,-25.97,3.85,68.12,94.81,-40.52,47.95,-1.7,40.67,26.94,1.65,-11.29,1.2,-6.98,0.3
3.77,5.5,-0.67,-5.61,-8.3,-12.84,-10.6,-15.18,-24.04,-27.95,-21.02,-25.23,0.75,1713000000.0,59928000000.0,30017000000.0,29911000000.0,8304000000.0,-5900000000.0,1.08,-2.4,4.84,18.29,-29.33,4008000000.0,-1056000000.0,-3218000000.0,3002000000.0,1.74,-2.69,0.67,15.51,-1.05,-3.33,0.09,-25.0,0.13,-13.33,0.1,-9.09,1.0,-7.41,0.35,-10.26,2.31,3.59,2.16,5.37,24.6,-9.16,14.84,10.09,40.18,-0.35,39.72,0.58,5.0,10.38,0.54,5.88,0.12
1.57,6.0,3.21,-2.7,0.2,-5.79,0.2,-5.56,4.23,-1.71,-1.5,-7.23,870000.0,1687000000.0,57628000000.0,28035000000.0,29593000000.0,9453000000.0,-5571000000.0,-3.84,-6.6,-1.06,13.84,-5.58,3464000000.0,525000000.0,-3951000000.0,2293000000.0,1.35,-13.57,-149.72,22.78,-23.62,-22.41,0.09,0.0,0.14,7.69,0.11,10.0,0.95,-5.0,0.34,-2.86,2.06,-10.82,1.9,-12.04,22.77,-7.44,16.03,8.02,36.22,-9.86,37.93,-4.51,5.44,8.8,0.59,9.26,0.11
0.22,-2.5,-2.9,-0.56,-1.0,1.68,-1.4,1.31,-11.4,-9.12,16.26,19.48,960000.0,1645000000.0,55574000000.0,27019000000.0,28555000000.0,11128000000.0,-7175000000.0,-3.56,-3.62,-3.51,17.72,28.79,3720000000.0,-1169000000.0,-3720000000.0,2551000000.0,1.54,7.39,-322.67,-5.85,11.25,14.07,0.11,22.22,0.14,0.0,0.11,0.0,0.95,0.0,0.3,-11.76,1.69,-17.96,1.35,-28.95,59.96,163.33,6.09,-62.01,42.46,17.23,44.5,17.32,3.43,-36.95,0.6,1.69,0.1
2.79,7.8,2.43,-5.03,-9.2,-15.93,-10.7,-17.42,-1.98,-9.12,-11.08,-17.39,1.04,1591000000.0,67993000000.0,40698000000.0,27295000000.0,12209000000.0,-16098000000.0,22.35,50.63,-4.41,9.71,124.36,3571000000.0,-8416000000.0,5121000000.0,2330000000.0,1.46,-4.01,619.93,-237.66,-8.66,-5.19,0.1,-9.09,0.11,-21.43,0.09,-18.18,1.49,56.84,0.35,16.67,1.35,-20.12,1.11,-17.78,63.2,5.4,5.78,-5.09,52.9,24.59,62.72,40.94,3.33,-2.92,0.53,-11.67,0.09
1.68,12.9,9.23,-3.24,21.5,7.84,23.4,9.37,-34.6,-42.07,5.99,-6.58,1.12,1505000000.0,63173000000.0,40817000000.0,22356000000.0,13440000000.0,-18151000000.0,-7.09,0.29,-18.09,10.08,12.75,4141000000.0,-1320000000.0,-2057000000.0,2774000000.0,1.83,15.96,-84.32,-140.17,19.06,25.34,0.13,30.0,0.14,27.27,0.11,22.22,1.83,22.82,0.47,34.29,1.04,-22.96,0.69,-37.84,52.15,-17.48,7.0,21.11,42.4,-19.85,45.32,-27.74,4.08,22.52,0.64,20.75,0.12
-4.53,-4.3,4.55,9.42,-8.4,-4.24,-8.9,-4.29,68.92,76.43,4.75,9.86,1.16,1478000000.0,66714000000.0,40742000000.0,25972000000.0,14636000000.0,-16221000000.0,5.61,-0.18,16.17,8.9,-10.63,5084000000.0,-1239000000.0,-3133000000.0,3754000000.0,2.53,22.77,-6.14,52.31,35.33,38.25,0.12,-7.69,0.12,-14.29,0.09,-18.18,1.57,-14.21,0.44,-6.38,1.08,3.85,0.76,10.14,55.52,6.46,6.57,-6.14,48.95,15.45,55.38,22.2,3.62,-11.27,0.58,-9.37,0.08
-2.72,-18.7,-14.8,4.72,-35.1,-20.25,-51.3,-40.3,-81.6,-77.31,36.18,67.95,1.16,1715000000.0,95289000000.0,59347000000.0,35942000000.0,16619000000.0,-27877000000.0,42.83,45.67,38.39,13.55,71.86,3748000000.0,-7462000000.0,4188000000.0,2087000000.0,1.21,-26.28,502.26,-233.67,-44.41,-52.17,0.11,-8.33,0.04,-66.67,0.03,-66.67,1.65,5.1,0.46,4.55,1.02,-5.56,0.69,-9.21,98.8,77.95,3.69,-43.84,75.8,54.85,100.64,81.73,2.28,-37.02,0.33,-43.1,0.26
1.8,13.7,10.34,-2.92,25.6,10.32,38.5,22.5,158.95,127.27,-13.61,-24.43,1.16,1765000000.0,93837000000.0,58509000000.0,35328000000.0,18012000000.0,-27155000000.0,-1.52,-1.41,-1.71,8.38,-2.59,4520000000.0,-1728000000.0,-3175000000.0,2749000000.0,1.55,20.6,-76.84,-175.81,31.72,28.1,0.1,-9.09,0.06,50.0,0.05,66.67,1.66,0.61,0.43,-6.52,0.88,-13.73,0.57,-17.39,91.71,-7.18,3.98,7.86,64.84,-14.46,88.8,-11.76,2.59,13.6,0.38,15.15,0.07
-1.2,-2.2,-0.18,1.91,3.2,5.76,8.5,10.2,-5.64,-3.43,-13.7,-11.11,1.0,1777000000.0,75477000000.0,43061000000.0,32416000000.0,10551000000.0,-15876000000.0,-19.57,-26.4,-8.24,-41.42,-41.54,3923000000.0,-1687000000.0,204000000.0,2313000000.0,1.29,-13.21,-2.37,-106.43,-15.86,-16.77,0.09,-10.0,0.08,33.33,0.06,20.0,1.33,-19.88,0.37,-13.95,1.05,19.32,0.8,40.35,62.24,-32.13,5.86,47.24,63.89,-1.47,77.23,-13.03,3.5,35.14,0.46,21.05,0.11
-4.9,-5.0,3.65,9.2,-3.3,1.53,-4.0,0.99,-5.91,-0.99,6.62,13.43,0.4,138300000.0,1772000000.0,1308900000.0,463100000.0,344100000.0,-1500000.0,6.75,0.64,28.89,30.69,-98.4,188700000.0,-96600000.0,-85400000.0,91900000.0,0.66,-6.58,-78.17,-133.54,-38.07,-38.32,0.32,-15.79,0.22,-45.0,0.19,-42.42,2.83,-21.82,0.34,112.5,0.89,48.33,0.5,47.06,84.48,12.39,4.32,-11.11,55.62,2.58,55.89,9.93,4.57,-16.45,1.09,-11.38,0.22
-1.73,5.5,8.41,2.89,13.4,7.52,21.2,14.71,27.94,21.4,22.65,15.79,0.42,139400000.0,1930800000.0,1319600000.0,611200000.0,458900000.0,106000000.0,8.96,0.82,31.98,33.36,-7166.67,208600000.0,-95300000.0,-114900000.0,108200000.0,0.76,10.55,-1.35,34.54,17.74,15.15,0.29,-9.37,0.23,4.55,0.19,0.0,2.16,-23.67,0.33,-2.94,1.08,21.35,0.65,30.0,83.15,-1.57,4.39,1.62,54.14,-2.66,51.32,-8.18,5.24,14.66,1.06,-2.75,0.21
-0.8,11.0,12.4,1.28,17.4,6.29,16.3,5.13,20.59,8.68,17.24,5.68,0.46,139600000.0,2145500000.0,1368100000.0,777400000.0,472600000.0,60500000.0,11.12,3.68,27.19,2.99,-42.92,201800000.0,-100700000.0,-137700000.0,110200000.0,0.77,-3.26,5.67,19.84,1.85,1.32,0.27,-6.9,0.23,0.0,0.19,0.0,1.76,-18.52,0.31,-6.06,1.07,-0.93,0.56,-13.85,96.59,16.16,3.78,-13.9,55.44,2.4,47.6,-7.25,4.95,-5.53,1.06,0.0,0.24
-0.51,11.3,12.16,0.76,13.3,1.32,14.0,2.44,8.81,-2.27,1.76,-8.6,0.56,136600000.0,2369600000.0,1448900000.0,920700000.0,434100000.0,92600000.0,10.45,5.91,18.43,-8.15,53.06,349500000.0,-141500000.0,-178400000.0,279700000.0,1.98,73.19,40.52,29.56,153.81,157.14,0.23,-14.81,0.23,0.0,0.2,5.26,1.57,-10.8,0.29,-6.45,1.12,4.67,0.66,17.86,84.19,-12.84,4.34,14.81,58.89,6.22,46.9,-1.47,5.19,4.85,1.07,0.94,0.22
0.27,7.4,6.93,-0.24,9.2,1.32,12.1,4.17,35.61,26.31,13.8,6.76,0.8,129300000.0,2787500000.0,1702400000.0,1085100000.0,323800000.0,-1900000.0,8.55,4.37,15.82,-7.14,-96.86,224500000.0,-92800000.0,-152100000.0,146000000.0,1.1,-27.77,-46.08,19.58,-35.4,-34.52,0.21,-4.55,0.22,0.0,0.19,5.56,1.57,-9.77,0.3,-9.09,1.14,-0.87,0.64,1.59,91.06,-1.5,4.01,1.52,57.14,12.17,51.5,0.72,5.98,3.28,1.05,-0.94,0.24
0.54,8.9,8.09,-0.73,16.8,7.19,19.8,9.6,11.71,2.51,11.17,2.53,0.88,129200000.0,3220300000.0,2165000000.0,1055300000.0,425400000.0,-549700000.0,15.53,27.17,-2.75,31.38,28831.58,314600000.0,-747000000.0,433400000.0,228800000.0,1.74,40.13,704.96,-384.94,56.71,58.18,0.24,14.29,0.22,0.0,0.2,5.26,2.05,30.57,0.35,16.67,0.94,-17.54,0.51,-20.31,84.85,-6.82,4.3,7.23,43.74,-23.45,51.43,-0.14,6.89,15.22,0.99,-5.71,0.2
-1.73,0.5,3.03,2.46,13.3,12.8,13.9,13.87,23.3,22.77,17.2,16.05,0.96,130800000.0,3387800000.0,2044300000.0,1343500000.0,591500000.0,-373500000.0,5.2,-5.58,27.31,39.05,-32.05,415800000.0,-81800000.0,-341800000.0,333400000.0,2.52,32.17,-89.05,-178.86,45.72,44.83,0.22,-8.33,0.22,0.0,0.19,-5.0,1.52,-25.85,0.36,2.86,1.19,26.6,0.63,23.53,89.56,5.55,4.08,-5.12,41.77,-4.5,58.46,13.67,6.52,-5.37,0.94,-5.05,0.24
-1.56,4.5,6.82,2.16,6.6,2.16,7.7,2.56,11.09,6.28,23.48,18.09,1.04,132900000.0,3419700000.0,1957000000.0,1462700000.0,700900000.0,-187200000.0,0.94,-4.27,8.87,18.5,-49.88,387500000.0,-129700000.0,-261100000.0,298500000.0,2.22,-6.81,58.56,-23.61,-10.47,-11.9,0.25,13.64,0.24,9.09,0.21,10.53,1.34,-11.84,0.33,-8.33,1.22,2.52,0.64,1.59,90.84,1.43,4.02,-1.47,42.3,1.27,57.57,-1.52,6.84,4.91,0.98,4.26,0.24
2.28,10.8,7.39,-3.06,5.3,-4.76,5.7,-4.37,6.2,-4.18,1.08,-9.01,1.12,132700000.0,4087800000.0,2469300000.0,1618500000.0,838800000.0,-425700000.0,19.54,26.18,10.65,19.67,127.4,340000000.0,-537500000.0,187800000.0,243300000.0,1.81,-12.26,314.42,-171.93,-18.49,-18.47,0.23,-8.0,0.21,-12.5,0.18,-14.29,1.53,14.18,0.36,9.09,1.23,0.82,0.61,-4.69,102.98,13.36,3.54,-11.94,42.15,-0.35,61.52,6.86,7.07,3.36,0.9,-8.16,0.29
1.5,8.6,6.26,-2.18,5.8,-2.78,6.0,-2.61,7.06,-1.35,8.98,0.99,1.24,132700000.0,4165400000.0,2465200000.0,1700200000.0,934600000.0,-318600000.0,1.9,-0.17,5.05,11.42,-25.16,455000000.0,-109000000.0,-324300000.0,344700000.0,2.57,33.82,-79.72,-272.68,41.68,41.99,0.24,4.35,0.24,14.29,0.2,11.11,1.45,-5.23,0.31,-13.89,1.08,-12.2,0.56,-8.2,93.67,-9.04,3.9,10.17,42.36,0.5,57.24,-6.96,7.33,3.68,0.96,6.67,0.19
-8.25,22.5,42.78,16.52,51.2,23.56,50.6,23.08,84.5,50.57,85.75,50.7,1.45,119000000.0,7974900000.0,2648500000.0,5326300000.0,746100000.0,-507900000.0,-2.65,-18.56,7.82,75.76,-46.56,713500000.0,-104400000.0,-788500000.0,576500000.0,4.84,59.62,-41.02,-6357.94,70.51,22.53,0.09,80.0,0.13,44.44,0.11,37.5,0.5,-24.24,0.27,0.0,2.56,93.94,1.19,58.67,84.81,-3.56,4.3,3.61,18.93,-26.74,23.24,-19.81,5.37,19.87,0.58,26.09,0.05
2.5,4.8,0.66,-3.87,-0.2,-4.65,-0.8,-5.68,-1.86,-6.36,-2.95,-7.48,1.68,118200000.0,8324600000.0,3032200000.0,5292400000.0,866900000.0,-460400000.0,4.39,14.49,-0.64,16.19,-9.35,391600000.0,-192900000.0,-170400000.0,211500000.0,1.79,-45.12,84.77,-78.39,-63.31,-63.02,0.09,0.0,0.12,-7.69,0.1,-9.09,0.57,14.0,0.31,14.81,3.39,32.42,1.6,34.45,104.13,22.78,3.51,-18.37,26.05,37.61,28.32,21.86,5.56,3.54,0.58,0.0,0.1
6.19,14.5,2.6,-10.46,1.5,-11.71,-1.0,-13.25,-2.23,-14.6,-4.13,-16.16,1.92,113200000.0,9115200000.0,3951800000.0,5163400000.0,961200000.0,-1078200000.0,9.5,30.33,-2.44,10.88,134.19,730900000.0,-1035900000.0,219600000.0,456700000.0,4.03,86.64,437.01,-228.87,115.93,125.14,0.09,0.0,0.11,-8.33,0.09,-10.0,0.77,35.09,0.37,19.35,2.66,-21.53,1.11,-30.62,95.36,-8.42,3.83,9.12,22.95,-11.9,27.24,-3.81,5.04,-9.35,0.61,5.17,0.09
-1.49,6.7,9.89,2.99,15.8,8.84,14.6,6.94,16.56,9.22,18.38,10.84,2.08,108800000.0,9031800000.0,3883000000.0,5148800000.0,1075500000.0,-993500000.0,-0.91,-1.74,-0.28,11.89,-7.86,855800000.0,-185600000.0,-641000000.0,649300000.0,5.97,17.09,-82.08,-391.89,42.17,48.14,0.11,22.22,0.13,18.18,0.11,22.22,0.75,-2.6,0.36,-2.7,2.67,0.38,1.09,-1.8,89.17,-6.49,4.09,6.79,19.41,-15.42,26.95,-1.06,5.16,2.38,0.65,6.56,0.17
-2.65,0.0,25.77,25.81,53.0,52.73,76.4,73.68,121.11,121.43,157.45,153.33,0.0,12200000.0,719300000.0,384300000.0,335000000.0,249200000.0,335000000.0,6.47,-2.26,18.63,24.1,18.63,38100000.0,-20600000.0,-15900000.0,17300000.0,1.42,-19.45,-8.85,-45.55,-28.22,-27.55,0.14,100.0,0.16,60.0,0.15,66.67,1.15,-17.27,0.35,0.0,3.98,27.16,0.75,-1.32,141.6,22.17,2.58,-18.1,20.96,-4.12,21.87,15.96,7.19,0.56,1.78,-6.32,0.03
4.43,-7.1,-37.99,-33.33,-47.7,-44.05,-60.4,-57.58,-68.83,-66.38,-65.29,-63.16,0.0,11600000.0,744700000.0,390900000.0,353800000.0,266800000.0,353800000.0,3.53,1.72,5.61,7.06,5.61,17000000.0,-38600000.0,19000000.0,-2500000.0,-0.22,-55.38,87.38,-219.5,-114.45,-115.49,0.05,-64.29,0.08,-50.0,0.07,-53.33,1.1,-4.35,0.17,-51.43,2.13,-46.48,0.39,-48.0,151.54,7.02,2.41,-6.59,24.09,14.93,21.44,-1.97,6.33,-11.96,1.6,-10.11,0.13
0.49,5.7,-0.43,-5.13,-14.0,-19.15,-23.7,-28.57,-25.53,-29.8,-35.12,-35.71,0.0,11700000.0,738000000.0,383400000.0,354700000.0,278100000.0,354700000.0,-0.9,-1.92,0.25,4.24,0.25,41900000.0,-36400000.0,-800000.0,14500000.0,1.23,146.47,-5.7,-104.21,-680.0,-659.09,0.03,-40.0,0.04,-50.0,0.04,-42.86,1.08,-1.82,0.36,111.76,4.6,115.96,0.94,141.03,135.47,-10.6,2.69,11.62,22.37,-7.14,19.14,-10.73,6.52,3.0,1.7,6.25,0.03
1.01,13.3,12.68,-0.47,6.2,-6.34,4.7,-7.56,58.81,40.11,72.73,52.73,0.88,4616000000.0,72921000000.0,41844000000.0,31077000000.0,49278000000.0,18035000000.0,49.82,79.4,22.61,18.64,-12.68,9532000000.0,-4405000000.0,-3465000000.0,7317000000.0,1.57,16.44,6.17,51.11,18.15,-40.98,0.38,40.74,0.21,-30.0,0.17,-34.62,1.35,46.74,0.32,60.0,1.17,-8.59,1.02,-8.11,76.2,-1.66,4.79,1.7,46.04,4.02,54.26,16.89,2.38,-26.54,0.48,-25.0,0.29
